Ticker,Open,High,Low,Close,ChangePercent-1,ChangePercent-2,RangeNet,RangePercent,RangePercent-1,RangePercent-2,WeekdayNum,Weekday,target
_SPXD,1330.7,1353.97,1322.26,1353.96,-1.59,1.01,31.71,2.38,3.04,1.56,2,2_Mon,No
_SPXD,1355.94,1364.93,1350.19,1362.3,1.75,-1.59,14.74,1.09,2.38,3.04,3,3_Tue,Yes
_SPXD,1362.22,1385.86,1352.95,1355.81,0.62,1.75,32.91,2.42,1.09,2.38,4,4_Wed,No
_SPXD,1351.98,1385.62,1334.08,1378.55,-0.48,0.62,51.54,3.8,2.42,1.09,5,5_Thu,No
_SPXD,1378.6,1396.02,1375.93,1395.42,1.68,-0.48,20.09,1.46,3.8,2.42,6,6_Fri,Yes
_SPXD,1395.38,1395.38,1379.69,1380.82,1.22,1.68,15.69,1.12,1.46,3.8,2,2_Mon,No
_SPXD,1380.28,1380.28,1336.64,1336.64,-1.05,1.22,43.64,3.16,1.12,1.46,3,3_Tue,No
_SPXD,1339.48,1351.96,1324.34,1326.45,-3.2,-1.05,27.62,2.07,3.16,1.12,4,4_Wed,No
_SPXD,1324.01,1347.16,1316.75,1336.91,-0.76,-3.2,30.41,2.29,2.07,3.16,5,5_Thu,No
_SPXD,1336.88,1341.22,1321.06,1331.29,0.79,-0.76,20.16,1.51,2.29,2.07,6,6_Fri,No
_SPXD,1331.92,1341.4,1320.32,1339.13,-0.42,0.79,21.08,1.58,1.51,2.29,2,2_Mon,No
_SPXD,1340.55,1362.1,1339.36,1348.86,0.59,-0.42,22.74,1.7,1.58,1.51,3,3_Tue,Yes
_SPXD,1353.12,1369.23,1350.78,1367.21,0.73,0.59,18.45,1.37,1.7,1.58,4,4_Wed,Yes
_SPXD,1367.33,1368.16,1347.31,1348.86,1.36,0.73,20.85,1.53,1.37,1.7,5,5_Thu,No
_SPXD,1347.52,1350,1338.13,1349.99,-1.34,1.36,11.87,0.88,1.53,1.37,6,6_Fri,No
_SPXD,1355.86,1367.28,1345.05,1348.78,0.08,-1.34,22.23,1.65,0.88,1.53,3,3_Tue,No
_SPXD,1348.39,1363.71,1336.55,1360.03,-0.09,0.08,27.16,2.01,1.65,0.88,4,4_Wed,No
_SPXD,1362.21,1367.94,1339.34,1342.53,0.83,-0.09,28.6,2.1,2.01,1.65,5,5_Thu,No
_SPXD,1344.22,1354.3,1327.04,1353.11,-1.29,0.83,27.26,2.03,2.1,2.01,6,6_Fri,No
_SPXD,1352.75,1374.36,1346.03,1371.8,0.79,-1.29,28.33,2.09,2.03,2.1,2,2_Mon,Yes
_SPXD,1371.76,1387.34,1363.29,1381.29,1.38,0.79,24.05,1.75,2.09,2.03,3,3_Tue,Yes
_SPXD,1378.95,1388.34,1372,1380.02,0.69,1.38,16.34,1.18,1.75,2.09,4,4_Wed,No
_SPXD,1378.16,1378.16,1363.16,1367.68,-0.09,0.69,15,1.09,1.18,1.75,5,5_Thu,No
_SPXD,1364.07,1364.07,1325.42,1330.63,-0.89,-0.09,38.65,2.83,1.09,1.18,6,6_Fri,No
_SPXD,1330.45,1335.13,1320.04,1331.34,-2.71,-0.89,15.09,1.13,2.83,1.09,2,2_Mon,No
_SPXD,1329.58,1331.03,1307.39,1326.75,0.05,-2.71,23.64,1.78,1.13,2.83,3,3_Tue,No
_SPXD,1327.69,1344.19,1320.22,1333.7,-0.34,0.05,23.97,1.81,1.78,1.13,4,4_Wed,No
_SPXD,1332.2,1332.2,1303.42,1304.34,0.52,-0.34,28.78,2.16,1.81,1.78,5,5_Thu,No
_SPXD,1301.53,1313.24,1282.43,1293.37,-2.2,0.52,30.81,2.36,2.16,1.81,6,6_Fri,No
_SPXD,1293.16,1295.01,1272.66,1273.37,-0.84,-2.2,22.35,1.73,2.36,2.16,2,2_Mon,No
_SPXD,1274.4,1320.65,1274.4,1320.65,-1.55,-0.84,46.25,3.63,1.73,2.36,3,3_Tue,No
_SPXD,1321.13,1333.26,1307.86,1308.77,3.71,-1.55,25.4,1.92,3.63,1.73,4,4_Wed,No
_SPXD,1305.26,1321.68,1282.11,1315.48,-0.9,3.71,39.57,3.02,1.92,3.63,5,5_Thu,No
_SPXD,1316.05,1321.47,1274.86,1288.14,0.51,-0.9,46.61,3.54,3.02,1.92,6,6_Fri,No
_SPXD,1283.21,1287.5,1256.98,1276.6,-2.08,0.51,30.52,2.37,3.54,3.02,2,2_Mon,No
_SPXD,1277.16,1330.74,1277.16,1330.74,-0.9,-2.08,53.58,4.2,2.37,3.54,3,3_Tue,No
_SPXD,1330.97,1341.51,1298.42,1298.42,4.24,-0.9,43.09,3.24,4.2,2.37,4,4_Wed,No
_SPXD,1299.67,1330.67,1295.22,1329.51,-2.43,4.24,35.45,2.73,3.24,4.2,5,5_Thu,No
_SPXD,1330.29,1359.68,1330.29,1349.88,2.39,-2.43,29.39,2.21,2.73,3.24,2,2_Mon,Yes
_SPXD,1349.07,1357.47,1341.21,1352.99,1.53,2.39,16.26,1.2,2.21,2.73,3,3_Tue,Yes
_SPXD,1352.45,1352.45,1336.41,1341.13,0.23,1.53,16.04,1.19,1.2,2.21,4,4_Wed,No
_SPXD,1340.34,1345.62,1325.66,1325.76,-0.88,0.23,19.96,1.49,1.19,1.2,5,5_Thu,No
_SPXD,1327.02,1334.87,1312.95,1315.22,-1.15,-0.88,21.92,1.65,1.49,1.19,6,6_Fri,No
_SPXD,1315.92,1328.52,1312.81,1322.7,-0.8,-1.15,15.71,1.19,1.65,1.49,2,2_Mon,No
_SPXD,1326.41,1370.18,1326.41,1370.18,0.57,-0.8,43.77,3.31,1.19,1.65,3,3_Tue,Yes
_SPXD,1369.96,1377.95,1361.55,1367.53,3.59,0.57,16.4,1.2,3.31,1.19,4,4_Wed,No
_SPXD,1365.69,1375.66,1358.68,1369.31,-0.19,3.59,16.98,1.24,1.2,3.31,5,5_Thu,No
_SPXD,1369.85,1380.91,1362.83,1370.4,0.13,-0.19,18.08,1.32,1.24,1.2,6,6_Fri,Yes
_SPXD,1373.69,1386.74,1369.02,1372.54,0.08,0.13,17.72,1.29,1.32,1.24,2,2_Mon,Yes
_SPXD,1370.16,1370.16,1360.62,1365.54,0.16,0.08,9.54,0.7,1.29,1.32,3,3_Tue,No
_SPXD,1365.5,1368.39,1349.97,1354.49,-0.51,0.16,18.42,1.35,0.7,1.29,4,4_Wed,No
_SPXD,1355.37,1367.24,1350.11,1360.55,-0.81,-0.51,17.13,1.26,1.35,0.7,5,5_Thu,No
_SPXD,1357.98,1357.98,1331.21,1332.83,0.45,-0.81,26.77,1.97,1.26,1.35,6,6_Fri,No
_SPXD,1332.2,1335.64,1326.16,1328.32,-2.04,0.45,9.48,0.71,1.97,1.26,2,2_Mon,No
_SPXD,1331.72,1337.72,1324.35,1334.43,-0.34,-2.04,13.37,1.01,0.71,1.97,3,3_Tue,No
_SPXD,1337.02,1365.49,1337.02,1364.71,0.46,-0.34,28.47,2.13,1.01,0.71,4,4_Wed,Yes
_SPXD,1363.37,1368.6,1357.25,1365.56,2.27,0.46,11.35,0.83,2.13,1.01,5,5_Thu,Yes
_SPXD,1369,1395.9,1369,1390.33,0.06,2.27,26.9,1.97,0.83,2.13,6,6_Fri,Yes
_SPXD,1387.72,1390.23,1379.25,1388.17,1.81,0.06,10.98,0.79,1.97,0.83,2,2_Mon,No
_SPXD,1386.43,1386.43,1369.84,1375.94,-0.16,1.81,16.59,1.2,0.79,1.97,3,3_Tue,No
_SPXD,1378.4,1387.87,1372.24,1379.93,-0.88,-0.16,15.63,1.14,1.2,0.79,4,4_Wed,No
_SPXD,1380.52,1397.72,1371.09,1388.82,0.29,-0.88,26.63,1.93,1.14,1.2,5,5_Thu,Yes
_SPXD,1387.88,1399.11,1379.98,1397.84,0.64,0.29,19.13,1.38,1.93,1.14,6,6_Fri,Yes
_SPXD,1397.96,1402.9,1394.4,1396.37,0.65,0.64,8.5,0.61,1.38,1.93,2,2_Mon,No
_SPXD,1395.61,1397,1386.7,1390.94,-0.11,0.65,10.3,0.74,0.61,1.38,3,3_Tue,No
_SPXD,1391.22,1404.57,1384.25,1385.59,-0.39,-0.11,20.32,1.46,0.74,0.61,4,4_Wed,No
_SPXD,1385.97,1410.07,1383.07,1409.34,-0.38,-0.39,27,1.95,1.46,0.74,5,5_Thu,No
_SPXD,1409.16,1422.72,1406.25,1413.9,1.71,-0.38,16.47,1.17,1.95,1.46,6,6_Fri,Yes
_SPXD,1415.34,1415.34,1404.37,1407.49,0.32,1.71,10.97,0.78,1.17,1.95,2,2_Mon,No
_SPXD,1405.6,1421.57,1397.1,1418.26,-0.45,0.32,24.47,1.74,0.78,1.17,3,3_Tue,No
_SPXD,1417.49,1419.54,1391.16,1392.57,0.77,-0.45,28.38,2,1.74,0.78,4,4_Wed,No
_SPXD,1394.29,1402.35,1389.39,1397.68,-1.81,0.77,12.96,0.93,2,1.74,5,5_Thu,No
_SPXD,1394.9,1394.9,1384.11,1388.28,0.37,-1.81,10.79,0.77,0.93,2,6,6_Fri,No
_SPXD,1389.4,1404.06,1386.2,1403.58,-0.67,0.37,17.86,1.29,0.77,0.93,2,2_Mon,No
_SPXD,1404.4,1406.3,1396.26,1403.04,1.1,-0.67,10.04,0.72,1.29,0.77,3,3_Tue,No
_SPXD,1405.65,1420.19,1405.65,1408.66,-0.04,1.1,14.54,1.04,0.72,1.29,4,4_Wed,No
_SPXD,1408.36,1424.4,1406.87,1423.57,0.4,-0.04,17.53,1.24,1.04,0.72,5,5_Thu,Yes
_SPXD,1423.89,1425.82,1414.35,1425.35,1.06,0.4,11.47,0.81,1.24,1.04,6,6_Fri,Yes
_SPXD,1425.28,1440.24,1421.63,1426.63,0.13,1.06,18.61,1.31,0.81,1.24,2,2_Mon,Yes
_SPXD,1424.49,1424.49,1409.09,1413.4,0.09,0.13,15.4,1.08,1.31,0.81,3,3_Tue,No
_SPXD,1414.06,1419.12,1388.81,1390.71,-0.93,0.09,30.31,2.14,1.08,1.31,4,4_Wed,No
_SPXD,1390.83,1399.07,1390.23,1394.35,-1.61,-0.93,8.84,0.64,2.14,1.08,5,5_Thu,No
_SPXD,1392.2,1392.2,1373.72,1375.93,0.26,-1.61,18.48,1.33,0.64,2.14,6,6_Fri,No
_SPXD,1375.97,1387.4,1373.07,1385.35,-1.32,0.26,14.33,1.04,1.33,0.64,3,3_Tue,No
_SPXD,1386.54,1391.25,1378.16,1390.84,0.68,-1.32,13.09,0.94,1.04,1.33,4,4_Wed,Yes
_SPXD,1390.5,1406.32,1388.59,1398.26,0.4,0.68,17.73,1.27,0.94,1.04,5,5_Thu,Yes
_SPXD,1398.36,1404.46,1398.08,1400.38,0.53,0.4,6.38,0.46,1.27,0.94,6,6_Fri,Yes
_SPXD,1399.62,1399.62,1377.79,1385.67,0.15,0.53,21.83,1.56,0.46,1.27,2,2_Mon,No
_SPXD,1386.42,1393.12,1370.12,1377.65,-1.05,0.15,23,1.66,1.56,0.46,3,3_Tue,No
_SPXD,1376.26,1388.18,1371.74,1377.2,-0.58,-1.05,16.44,1.19,1.66,1.56,4,4_Wed,No
_SPXD,1377.48,1404.05,1377.48,1404.05,-0.03,-0.58,26.57,1.93,1.19,1.66,5,5_Thu,No
_SPXD,1400.06,1400.06,1359.9,1360.68,1.95,-0.03,40.16,2.86,1.93,1.19,6,6_Fri,No
_SPXD,1360.83,1370.63,1350.62,1361.76,-3.09,1.95,20.01,1.47,2.86,1.93,2,2_Mon,No
_SPXD,1358.98,1366.84,1351.56,1358.44,0.08,-3.09,15.28,1.12,1.47,2.86,3,3_Tue,No
_SPXD,1357.09,1357.09,1335.47,1335.49,-0.24,0.08,21.62,1.59,1.12,1.47,4,4_Wed,No
_SPXD,1335.78,1353.03,1331.29,1339.87,-1.69,-0.24,21.74,1.63,1.59,1.12,5,5_Thu,No
_SPXD,1341.81,1360.03,1341.71,1360.03,0.33,-1.69,18.32,1.37,1.63,1.59,6,6_Fri,Yes
_SPXD,1358.85,1364.7,1352.07,1360.14,1.5,0.33,12.63,0.93,1.37,1.63,2,2_Mon,Yes
_SPXD,1360.71,1366.59,1350.54,1350.93,0.01,1.5,16.05,1.18,0.93,1.37,3,3_Tue,No
_SPXD,1349.59,1349.59,1333.4,1337.81,-0.68,0.01,16.19,1.2,1.18,0.93,4,4_Wed,No
_SPXD,1336.89,1347.66,1330.5,1342.83,-0.97,-0.68,17.16,1.28,1.2,1.18,5,5_Thu,No
_SPXD,1341.02,1341.02,1314.46,1317.93,0.38,-0.97,26.56,1.98,1.28,1.2,6,6_Fri,No
_SPXD,1319.77,1323.78,1315.31,1318,-1.85,0.38,8.47,0.64,1.98,1.28,2,2_Mon,No
_SPXD,1317.23,1326.02,1304.42,1314.29,0.01,-1.85,21.6,1.64,0.64,1.98,3,3_Tue,No
_SPXD,1314.54,1335.63,1314.54,1321.97,-0.28,0.01,21.09,1.6,1.64,0.64,4,4_Wed,No
_SPXD,1316.29,1316.29,1283.15,1283.15,0.58,-0.28,33.14,2.51,1.6,1.64,5,5_Thu,No
_SPXD,1283.6,1289.45,1272,1278.38,-2.94,0.58,17.45,1.36,2.51,1.6,6,6_Fri,No
_SPXD,1278.06,1290.31,1274.86,1280,-0.37,-2.94,15.45,1.21,1.36,2.51,2,2_Mon,No
_SPXD,1276.69,1285.31,1260.68,1284.91,0.13,-0.37,24.63,1.92,1.21,1.36,3,3_Tue,Yes
_SPXD,1285.82,1292.17,1261.51,1261.52,0.38,0.13,30.66,2.39,1.92,1.21,4,4_Wed,No
_SPXD,1262.96,1271.48,1252.01,1262.9,-1.82,0.38,19.47,1.54,2.39,1.92,5,5_Thu,No
_SPXD,1262.9,1273.95,1240.68,1252.31,0.11,-1.82,33.27,2.63,1.54,2.39,2,2_Mon,No
_SPXD,1251.84,1274.17,1242.84,1273.7,-0.84,0.11,31.33,2.5,2.63,1.54,3,3_Tue,No
_SPXD,1273.38,1277.36,1244.57,1244.69,1.71,-0.84,32.79,2.57,2.5,2.63,4,4_Wed,No
_SPXD,1245.25,1257.65,1236.76,1253.39,-2.28,1.71,20.89,1.68,2.57,2.5,5,5_Thu,No
_SPXD,1248.66,1257.27,1225.35,1239.49,0.7,-2.28,31.92,2.55,1.68,2.57,6,6_Fri,No
_SPXD,1241.61,1253.5,1225.01,1228.3,-1.11,0.7,28.49,2.3,2.55,1.68,2,2_Mon,No
_SPXD,1226.83,1234.35,1200.44,1214.91,-0.9,-1.11,33.91,2.76,2.3,2.55,3,3_Tue,No
_SPXD,1214.65,1245.52,1211.39,1245.36,-1.09,-0.9,34.13,2.81,2.76,2.3,4,4_Wed,No
_SPXD,1246.31,1262.31,1241.49,1260.32,2.51,-1.09,20.82,1.67,2.81,2.76,5,5_Thu,Yes
_SPXD,1258.22,1262.23,1251.81,1260.68,1.2,2.51,10.42,0.83,1.67,2.81,6,6_Fri,Yes
_SPXD,1261.82,1267.74,1255.7,1260,0.03,1.2,12.04,0.96,0.83,1.67,2,2_Mon,No
_SPXD,1257.08,1277.42,1248.83,1277,-0.05,0.03,28.59,2.27,0.96,0.83,3,3_Tue,No
_SPXD,1278.87,1291.17,1276.06,1282.19,1.35,-0.05,15.11,1.18,2.27,0.96,4,4_Wed,Yes
_SPXD,1283.22,1283.22,1251.48,1252.54,0.41,1.35,31.74,2.48,1.18,2.27,5,5_Thu,No
_SPXD,1253.51,1263.23,1251.75,1257.76,-2.31,0.41,11.48,0.92,2.48,1.18,6,6_Fri,No
_SPXD,1257.76,1260.09,1234.37,1234.37,0.42,-2.31,25.72,2.04,0.92,2.48,2,2_Mon,No
_SPXD,1236.38,1263.2,1236.38,1263.2,-1.86,0.42,26.82,2.17,2.04,0.92,3,3_Tue,No
_SPXD,1264.52,1284.33,1264.52,1284.26,2.34,-1.86,19.81,1.57,2.17,2.04,4,4_Wed,Yes
_SPXD,1281.37,1284.93,1265.97,1267.38,1.67,2.34,18.96,1.48,1.57,2.17,5,5_Thu,No
_SPXD,1269.42,1270.52,1254.54,1260.31,-1.31,1.67,15.98,1.26,1.48,1.57,6,6_Fri,No
_SPXD,1253.27,1260.49,1247.45,1249.01,-0.56,-1.31,13.04,1.03,1.26,1.48,2,2_Mon,No
_SPXD,1254.87,1284.88,1254.67,1284.88,-0.9,-0.56,30.21,2.42,1.03,1.26,3,3_Tue,No
_SPXD,1283.99,1291.67,1276,1289.19,2.87,-0.9,15.67,1.22,2.42,1.03,4,4_Wed,Yes
_SPXD,1286.51,1286.51,1264.29,1266.07,0.34,2.87,22.22,1.72,1.22,2.42,5,5_Thu,No
_SPXD,1266.29,1297.85,1262.11,1296.32,-1.79,0.34,35.74,2.82,1.72,1.22,6,6_Fri,No
_SPXD,1294.42,1313.15,1291.41,1305.32,2.39,-1.79,21.74,1.68,2.82,1.72,2,2_Mon,Yes
_SPXD,1304.79,1304.79,1285.64,1289.59,0.69,2.39,19.15,1.47,1.68,2.82,3,3_Tue,No
_SPXD,1288.64,1294.03,1274.86,1285.83,-1.21,0.69,19.17,1.49,1.47,1.68,4,4_Wed,No
_SPXD,1282.11,1300.11,1276.84,1292.93,-0.29,-1.21,23.27,1.81,1.49,1.47,5,5_Thu,No
_SPXD,1293.85,1302.05,1290.74,1298.2,0.55,-0.29,11.31,0.87,1.81,1.49,6,6_Fri,Yes
_SPXD,1298.14,1300.22,1274.51,1278.6,0.41,0.55,25.71,1.98,0.87,1.81,2,2_Mon,No
_SPXD,1276.65,1276.65,1263.11,1266.69,-1.51,0.41,13.54,1.06,1.98,0.87,3,3_Tue,No
_SPXD,1267.34,1276.01,1261.16,1274.54,-0.93,-1.51,14.85,1.17,1.06,1.98,4,4_Wed,No
_SPXD,1271.07,1281.4,1265.22,1277.72,0.62,-0.93,16.18,1.27,1.17,1.06,5,5_Thu,Yes
_SPXD,1277.59,1293.09,1277.59,1292.2,0.25,0.62,15.5,1.21,1.27,1.17,6,6_Fri,Yes
_SPXD,1290.47,1290.47,1264.87,1266.84,1.13,0.25,25.6,1.98,1.21,1.27,2,2_Mon,No
_SPXD,1267.03,1275.65,1263.21,1271.51,-1.96,1.13,12.44,0.98,1.98,1.21,3,3_Tue,No
_SPXD,1271.29,1285.05,1270.03,1281.66,0.37,-1.96,15.02,1.18,0.98,1.98,4,4_Wed,Yes
_SPXD,1283.79,1300.68,1283.79,1300.68,0.8,0.37,16.89,1.32,1.18,0.98,5,5_Thu,Yes
_SPXD,1296.49,1297.59,1282.74,1282.83,1.48,0.8,14.85,1.14,1.32,1.18,6,6_Fri,No
_SPXD,1287.83,1303.04,1272.2,1277.58,-1.37,1.48,30.84,2.4,1.14,1.32,3,3_Tue,No
_SPXD,1276.61,1280.6,1265.59,1274.98,-0.41,-1.37,15.01,1.17,2.4,1.14,4,4_Wed,No
_SPXD,1271.8,1271.8,1232.83,1236.83,-0.2,-0.41,38.97,3.06,1.17,2.4,5,5_Thu,No
_SPXD,1233.21,1244.94,1217.23,1242.31,-2.99,-0.2,27.71,2.24,3.06,1.17,6,6_Fri,No
_SPXD,1249.5,1274.42,1247.12,1267.79,0.44,-2.99,27.3,2.2,2.24,3.06,2,2_Mon,Yes
_SPXD,1267.98,1268.66,1224.51,1224.51,2.05,0.44,44.15,3.48,2.2,2.24,3,3_Tue,No
_SPXD,1227.5,1243.9,1221.6,1232.04,-3.41,2.05,22.3,1.82,3.48,2.2,4,4_Wed,No
_SPXD,1229.04,1249.98,1211.54,1249.05,0.61,-3.41,38.44,3.12,1.82,3.48,5,5_Thu,Yes
_SPXD,1245.88,1255.09,1233.81,1251.7,1.38,0.61,21.28,1.7,3.12,1.82,6,6_Fri,Yes
_SPXD,1250.92,1250.92,1192.7,1192.7,0.21,1.38,58.22,4.65,1.7,3.12,2,2_Mon,No
_SPXD,1188.31,1214.84,1169.28,1213.6,-4.71,0.21,45.56,3.82,4.65,1.7,3,3_Tue,No
_SPXD,1210.34,1210.34,1155.88,1156.39,1.75,-4.71,54.46,4.49,3.82,4.65,4,4_Wed,No
_SPXD,1157.08,1211.14,1133.5,1206.51,-4.71,1.75,77.64,6.71,4.49,3.82,5,5_Thu,No
_SPXD,1213.11,1265.12,1213.11,1255.08,4.33,-4.71,52.01,4.31,6.71,4.49,6,6_Fri,Yes
_SPXD,1255.37,1255.37,1205.61,1207.09,4.03,4.33,49.76,3.96,4.31,6.71,2,2_Mon,No
_SPXD,1207.61,1221.15,1187.06,1188.22,-3.82,4.03,34.09,2.82,3.96,4.31,3,3_Tue,No
_SPXD,1188.79,1197.41,1179.79,1185.87,-1.56,-3.82,17.62,1.48,2.82,3.96,4,4_Wed,No
_SPXD,1187.87,1220.03,1187.87,1209.18,-0.2,-1.56,32.16,2.71,1.48,2.82,5,5_Thu,No
_SPXD,1204.47,1215.77,1187.54,1213.27,1.97,-0.2,28.23,2.33,2.71,1.48,6,6_Fri,Yes
_SPXD,1209.07,1209.07,1106.42,1106.42,0.34,1.97,102.65,8.46,2.33,2.71,2,2_Mon,No
_SPXD,1113.78,1168.03,1113.78,1166.36,-8.81,0.34,54.25,4.9,8.46,2.33,3,3_Tue,No
_SPXD,1164.17,1167.03,1140.77,1161.06,5.42,-8.81,26.26,2.25,4.9,8.46,4,4_Wed,No
_SPXD,1160.64,1160.64,1111.43,1114.28,-0.45,5.42,49.21,4.24,2.25,4.9,5,5_Thu,No
_SPXD,1115.16,1153.82,1098.14,1099.23,-4.03,-0.45,55.68,5,4.24,2.25,6,6_Fri,No
_SPXD,1097.56,1097.56,1007.97,1056.89,-1.35,-4.03,89.59,8.15,5,4.24,2,2_Mon,No
_SPXD,1057.6,1072.91,996.23,996.23,-3.85,-1.35,76.68,7.26,8.15,5,3,3_Tue,No
_SPXD,988.91,1021.06,970.97,984.94,-5.74,-3.85,50.09,5.03,7.26,8.15,4,4_Wed,No
_SPXD,988.42,1005.25,909.19,909.92,-1.13,-5.74,96.06,9.75,5.03,7.26,5,5_Thu,No
_SPXD,902.31,936.36,839.8,899.22,-7.62,-1.13,96.56,10.61,9.75,5.03,6,6_Fri,No
_SPXD,912.75,1006.93,912.75,1003.35,-1.18,-7.62,94.18,10.47,10.61,9.75,2,2_Mon,No
_SPXD,1009.97,1044.31,972.07,998.01,11.58,-1.18,72.24,7.2,10.47,10.61,3,3_Tue,No
_SPXD,994.6,994.6,903.99,907.84,-0.53,11.58,90.61,9.08,7.2,10.47,4,4_Wed,No
_SPXD,909.53,947.71,865.83,946.43,-9.03,-0.53,81.88,9.02,9.08,7.2,5,5_Thu,No
_SPXD,942.29,984.64,918.74,940.55,4.25,-9.03,65.9,6.96,9.02,9.08,6,6_Fri,No
_SPXD,943.51,985.4,943.51,985.4,-0.62,4.25,41.89,4.45,6.96,9.02,2,2_Mon,No
_SPXD,980.4,985.44,952.47,955.05,4.77,-0.62,32.97,3.35,4.45,6.96,3,3_Tue,No
_SPXD,951.67,951.67,875.81,896.78,-3.08,4.77,75.86,7.94,3.35,4.45,4,4_Wed,No
_SPXD,899.08,922.83,858.44,908.11,-6.1,-3.08,64.39,7.18,7.94,3.35,5,5_Thu,No
_SPXD,895.22,896.3,852.85,876.77,1.26,-6.1,43.45,4.78,7.18,7.94,6,6_Fri,No
_SPXD,874.28,893.78,846.75,848.92,-3.45,1.26,47.03,5.36,4.78,7.18,2,2_Mon,No
_SPXD,848.92,940.51,845.27,940.51,-3.18,-3.45,95.24,11.22,5.36,4.78,3,3_Tue,No
_SPXD,939.51,969.97,922.26,930.09,10.79,-3.18,47.71,5.07,11.22,5.36,4,4_Wed,No
_SPXD,939.38,963.23,928.5,954.09,-1.11,10.79,34.73,3.73,5.07,11.22,5,5_Thu,No
_SPXD,953.11,984.38,944.59,968.75,2.58,-1.11,39.79,4.17,3.73,5.07,6,6_Fri,Yes
_SPXD,968.67,975.57,958.82,966.3,1.54,2.58,16.75,1.73,4.17,3.73,2,2_Mon,No
_SPXD,971.31,1007.51,971.31,1005.75,-0.25,1.54,36.2,3.75,1.73,4.17,3,3_Tue,No
_SPXD,1001.84,1001.84,949.86,952.77,4.08,-0.25,51.98,5.17,3.75,1.73,4,4_Wed,No
_SPXD,952.4,952.4,899.73,904.88,-5.27,4.08,52.67,5.53,5.17,3.75,5,5_Thu,No
_SPXD,907.44,931.46,906.9,930.99,-5.03,-5.27,24.56,2.71,5.53,5.17,6,6_Fri,No
_SPXD,936.75,951.95,907.47,919.21,2.89,-5.03,44.48,4.78,2.71,5.53,2,2_Mon,No
_SPXD,917.15,917.15,884.9,898.95,-1.27,2.89,32.25,3.51,4.78,2.71,3,3_Tue,No
_SPXD,893.39,893.39,850.48,852.3,-2.2,-1.27,42.91,4.77,3.51,4.78,4,4_Wed,No
_SPXD,853.13,913.01,818.69,911.29,-5.19,-2.2,94.32,11.07,4.77,3.51,5,5_Thu,No
_SPXD,904.36,916.88,869.88,873.29,6.92,-5.19,47,5.16,11.07,4.77,6,6_Fri,No
_SPXD,873.23,882.29,848.98,850.75,-4.17,6.92,33.31,3.81,5.16,11.07,2,2_Mon,No
_SPXD,852.34,865.9,826.84,859.12,-2.58,-4.17,39.06,4.59,3.81,5.16,3,3_Tue,No
_SPXD,859.03,864.57,806.18,806.58,0.98,-2.58,58.39,6.8,4.59,3.81,4,4_Wed,No
_SPXD,805.87,820.52,747.78,752.44,-6.12,0.98,72.74,9.02,6.8,4.59,5,5_Thu,No
_SPXD,755.84,801.2,741.02,800.03,-6.71,-6.12,60.18,8,9.02,6.8,6,6_Fri,No
_SPXD,801.2,865.6,801.2,851.81,6.32,-6.71,64.4,8.05,8,9.02,2,2_Mon,Yes
_SPXD,853.4,868.94,834.99,857.39,6.47,6.32,33.95,3.99,8.05,8,3,3_Tue,Yes
_SPXD,852.9,887.68,841.37,887.68,0.66,6.47,46.31,5.4,3.99,8.05,4,4_Wed,Yes
_SPXD,886.89,896.25,881.21,896.24,3.53,0.66,15.04,1.69,5.4,3.99,6,6_Fri,Yes
_SPXD,888.61,888.61,815.69,816.21,0.96,3.53,72.92,8.14,1.69,5.4,2,2_Mon,No
_SPXD,817.94,850.54,817.94,848.81,-8.93,0.96,32.6,3.99,8.14,1.69,3,3_Tue,No
_SPXD,843.6,873.12,827.6,870.74,3.99,-8.93,45.52,5.36,3.99,8.14,4,4_Wed,Yes
_SPXD,869.75,875.6,833.6,845.22,2.58,3.99,42,4.82,5.36,3.99,5,5_Thu,No
_SPXD,844.43,879.42,818.41,876.07,-2.93,2.58,61.01,7.22,4.82,5.36,6,6_Fri,No
_SPXD,882.71,918.57,882.71,909.7,3.65,-2.93,35.86,4.09,7.22,4.82,2,2_Mon,Yes
_SPXD,906.48,916.26,885.38,888.67,3.84,3.65,30.88,3.39,4.09,7.22,3,3_Tue,No
_SPXD,892.17,908.27,885.45,899.24,-2.31,3.84,22.82,2.57,3.39,4.09,4,4_Wed,No
_SPXD,898.35,904.63,868.73,873.59,1.19,-2.31,35.9,3.99,2.57,3.39,5,5_Thu,No
_SPXD,871.79,883.24,851.35,879.73,-2.85,1.19,31.89,3.65,3.99,2.57,6,6_Fri,No
_SPXD,881.07,884.63,857.72,868.57,0.7,-2.85,26.91,3.06,3.65,3.99,2,2_Mon,No
_SPXD,871.53,914.66,871.53,913.18,-1.27,0.7,43.13,4.97,3.06,3.65,3,3_Tue,No
_SPXD,908.16,918.85,895.94,904.42,5.14,-1.27,22.91,2.51,4.97,3.06,4,4_Wed,No
_SPXD,905.98,911.02,877.44,885.28,-0.96,5.14,33.58,3.71,2.51,4.97,5,5_Thu,No
_SPXD,886.96,905.47,883.02,887.88,-2.12,-0.96,22.45,2.54,3.71,2.51,6,6_Fri,No
_SPXD,887.2,887.37,857.09,871.63,0.29,-2.12,30.28,3.41,2.54,3.71,2,2_Mon,No
